Id,SalePrice
1461,0.0015650254583177152
1462,0.001381158456166324
1463,0.0005769902871467485
1464,0.0006377763961755223
1465,0.0006871697140752746
1466,0.0007280935586736044
1467,0.000755387680249428
1468,0.0007737765189294289
1469,0.0006867421270038955
1470,0.0015806354996842616
1471,0.00047064866134665094
1472,0.0016538854717013849
1473,0.001656686785301978
1474,0.0011483886985621532
1475,0.0014218783893311506
1476,0.0002222064729944857
1477,0.0005042220134519693
1478,0.0002269472386702201
1479,0.0002726301989260447
1480,0.0001721827260743822
1481,0.0003274354429969283
1482,0.0005192583849154621
1483,0.000878368509642993
1484,0.0007715259006984559
1485,0.0005975033165473462
1486,0.0005001277072652675
1487,0.00037139124453200776
1488,0.00046968197295067587
1489,0.0007075073183054962
1490,0.000490512116578779
1491,0.0005448326657114757
1492,0.0017284335280951725
1493,0.0010518696490514725
1494,0.00031131915802820305
1495,0.00019053408094631897
1496,0.0002926351294431759
1497,0.000667538304558201
1498,0.0007239936401027744
1499,0.0006837050973969189
1500,0.0008513274606068102
1501,0.0006564935667358849
1502,0.0007384696099927572
1503,0.0006038044141326446
1504,0.0003462863394776844
1505,0.0003527072159469806
1506,0.0011606457709583248
1507,0.0003529203497481415
1508,0.0006055232576204571
1509,0.0014594181282766199
1510,0.0014644595017914203
1511,0.001256713149665218
1512,0.0011452249028190032
1513,0.0012393636914317875
1514,0.0011728018032044407
1515,0.0010066113779984406
1516,0.0012061263350762403
1517,0.0013822222710824182
1518,0.0012743167118020192
1519,0.0003532691560863762
1520,0.001686626377291212
1521,0.0015093390828124329
1522,0.00116905608847601
1523,0.0017741164883509969
1524,0.0015603006801151776
1525,0.0016293755830312587
1526,0.0016293755830312587
1527,0.0016404282225510821
1528,0.001534354946206502
1529,0.001517388591412586
1530,0.001333059910335883
1531,0.0012543079947368323
1532,0.0014310122858295273
1533,0.0015075509279545752
1534,0.0013534769706569126
1535,0.001209232072080723
1536,0.0017741164883509969
1537,0.0014956845365799644
1538,0.001135149231766088
1539,0.0006252829637770829
1540,0.0013377038523692051
1541,0.0013103980477122018
1542,0.0014235749916126643
1543,0.00103945873719404
1544,0.0017284335280951725
1545,0.0016389422850211328
1546,0.0015136126252556432
1547,0.0014298973972447664
